word,phonetic
laned,lɐnɛt
lenza,lɛntsɐ
lanez,lɐnɛts
loġoġ,lɔʤɔʧ
loqma,lɔʔmɐ
loqom,lɔʔɔm
manek,mɐnɛk
mapep,mɐpɛp
massa,mɐssɐ
mases,mɐsɛs
mezez,mɛtsɛts
moffa,mɔffɐ
mofof,mɔfɔf
molla,mɔllɐ
morsa,mɔrsɐ
moros,mɔrɔs
nassa,nɐssɐ
nases,nɐsɛs
niċeċ,nɪʧɛʧ
ħoloq,hɔlɔʔ
tħarrikt,thɐrrɪkt
tħarrikt,thɐrrɪkt
tħarrek,thɐrrɛk
belha,bɛlɐː
boloh,bɔlɔh
iblaq,ɪblɐʔ
boloq,bɔlɔʔ
ikħal,ɪkhɐl
koroh,kɔrɔh
safra,sɐfrɐ
sofor,sɔfɔr
ismar,ɪsmɐr
samra,sɐmrɐ
kanna,kɐnnɐ
kaxxa,kɐʃʃɐ
kaxex,kɐʃɛʃ
kobba,kɔbbɐ
konka,kɔnkɐ
konok,kɔnɔk
koxxa,kɔʃʃɐ
landa,lɐndɐ
linfa,lɪnfɐ
linef,lɪnɛf
loġġa,lɔʤʤɐ
manka,mɐnkɐ
mappa,mɐppɐ
mazza,mɐtstsɐ
mazez,mɐtsɛts
mezza,mɛtstsɐ
miċċa,mɪʧʧɐ
miċeċ,mɪʧɛʧ
molol,mɔlɔl
niċċa,nɪʧʧɐ
nikta,nɪktɐ
niket,nɪkɛt
palla,pɐllɐ
perċa,pɛrʧɐ
pereċ,pɛrɛʧ
pezza,pɛtstsɐ
pezez,pɛtsɛts
pinna,pɪnnɐ
pinen,pɪnɛn
pinet,pɪnɛt
pizez,pɪtsɛts
polza,pɔltsɐ
poloz,pɔlɔts
qatta,ʔɐttɐ
rassa,rɐssɐ
rotot,rɔtɔt
serra,sɛrrɐ
serer,sɛrɛr
setet,sɛtɛt
sodod,sɔdɔt
somma,sɔmmɐ
somom,sɔmɔm
soppa,sɔppɐ
soror,sɔrɔr
takek,tɐkɛk
tazza,tɐtstsɐ
tazez,tɐtsɛts
terra,tɛrrɐ
terer,tɛrɛr
tikka,tɪkkɐ
tinda,tɪndɐ
tokka,tɔkkɐ
tokok,tɔkɔk
palel,pɐlɛl
pinta,pɪntɐ
pizza,pɪtstsɐ
ponta,pɔntɐ
ponot,pɔnɔt
porga,pɔrgɐ
porog,pɔrɔk
qatet,ʔɐtɛt
qolla,ʔɔllɐ
qolol,ʔɔlɔl
rases,rɐsɛs
razza,rɐtstsɐ
razez,rɐtsɛts
rotta,rɔttɐ
setta,sɛttɐ
siġra,sɪʤrɐ
siġar,sɪʤɐr
sikka,sɪkkɐ
sikek,sɪkɛk
sodda,sɔddɐ
sopop,sɔpɔp
sorra,sɔrrɐ
takka,tɐkkɐ
taxxa,tɐʃʃɐ
taxex,tɐʃɛʃ
tikek,tɪkɛk
tined,tɪnɛt
toqob,tɔʔɔp
Tork,tɔrk
Torka,tɔrkɐ
Torok,tɔrɔk
torta,tɔrtɐ
villa,vɪllɐ
vireg,vɪrɛk
werċa,wɛrʧɐ
wereċ,wɛrɛʧ
wilġa,wɪlʤɐ
wileġ,wɪlɛʧ
xall,ʃɐll
xalel,ʃɐlɛl
xilpa,ʃɪlpɐ
xilep,ʃɪlɛp
xofof,ʃɔfɔf
żibġa,zɪbʤɐ
zopp,tsɔpp
zopop,tsɔpɔp
dejjaq,dɛɪjɐʔ
dojoq,dɔɪɔʔ
liżar,lɪzɐr
lożor,lɔzɔr
qomos,ʔɔmɔs
triq,triːʔ
toroq,tɔrɔʔ
torox,tɔrɔʃ
xriek,ʃrɪːk
xorok,ʃɔrɔk
pożambrella,pɔzɐmbrɛllɐ
żgħira,zɛɪrɐ
żgħar,zɐːr
xhur,ʃʊr
dgħajjes,dɐɪjɛs
ġifen,ʤɪfɛn
ġisem,ʤɪsɛm
iġsma,ɪʧsmɐ
tħarrket,thɐrrkɛt
tħarrikna,thɐrrɪknɐ
tħarrku,thɐrrkʊ
tħarriktu,thɐrrɪktʊ
tħarriktx,thɐrrɪktʃ
tħarriktx,thɐrrɪktʃ
tħarrekx,thɐrrɛkʃ
tħarrkitx,thɐrrkɪʧʃ
tħarrikniex,thɐrrɪknɪːʃ
tħarrkux,thɐrrkʊʃ
tħarriktux,thɐrrɪktʊʃ
nitħarrek,nɪthɐrrɛk
titħarrek,tɪthɐrrɛk
jitħarrek,jɪthɐrrɛk
titħarrek,tɪthɐrrɛk
nitħarrku,nɪthɐrrkʊ
jitħarrku,jɪthɐrrkʊ
titħarrku,tɪthɐrrkʊ
nitħarrekx,nɪthɐrrɛkʃ
titħarrekx,tɪthɐrrɛkʃ
jitħarrekx,jɪthɐrrɛkʃ
titħarrekx,tɪthɐrrɛkʃ
nitħarrkux,nɪthɐrrkʊʃ
jitħarrkux,jɪthɐrrkʊʃ
titħarrkux,tɪthɐrrkʊʃ
tħarrek,thɐrrɛk
titħarrekx,tɪthɐrrɛkʃ
tħarrku,thɐrrkʊ
titħarrkux,tɪthɐrrkʊʃ
toqba,tɔʔbɐ
torot,tɔrɔt
vilel,vɪlɛl
virga,vɪrgɐ
werċ,wɛrʧ
xalla,ʃɐllɐ
xoffa,ʃɔffɐ
żibeġ,zɪbɛʧ
dejqa,dɛɪʔɐ
qmis,ʔmɪs
trux,trʊʃ
truxa,trʊʃɐ
pożambrelel,pɔzɐmbrɛlɛl
ġiżirana,ʤɪzɪrɐnɐ
ġiżirajjen,ʤɪzɪrɐɪjɛn
żgħir,zɛɪr
xahar,ʃɐːr
dgħajsa,dɐɪsɐ
mgħarfa,mɐːrfɐ
mgħaref,mɐːrɛf
baħar,bɐhɐr
ibħra,ɪphrɐ
ġemel,ʤɛmɛl
iġmla,ɪʤmlɐ
iġfna,ɪʧfnɐ
lsien,lsɪːn
ilsna,ɪlsnɐ
oqbra,ɔʔbrɐ
sider,sɪdɛr
ixdqa,ɪʒtʔɐ
ixbra,ɪʒbrɐ
umbrelel,ʊmbrɛlɛl
ingravata,ɪngrɐvɐtɐ
ingravajjet,ɪngrɐvɐɪjɛt
antikamra,ɐntɪkɐmrɐ
inforra,ɪnfɔrrɐ
inforor,ɪnfɔrɔr
ingases,ɪngɐsɛs
għaġeb,ɐːʤɛp
għadira,ɐːdɪrɐ
għaġin,ɐːʤɪn
għeġejjen,ɛːʤɛɪjɛn
għamara,ɐːmɐrɐ
għarus,ɐːrʊs
għarusa,ɐːrʊsɐ
għerq,ɛːrʔ
għonq,ɔːnʔ
għenuq,ɛːnʊʔ
għoxx,ɔːʃʃ
elf,ɛlf
għeżież,ɛːzɪːs
wiċċ,wɪʧʧ
uċuħ,ʊʧʊh
uħud,ʊhʊt
għelieqi,ɛːlɪːʔɪ
għefiered,ɛːfɪːrɛt
għanqud,ɐːnʔʊt
għenieqed,ɛːnɪːʔɛt
għasfur,ɐːsfʊr
għasafar,ɐːsɐfɐr
għexieren,ɛːʃɪːrɛn
għamja,ɐːmjɐ
għarbi,ɐːrbɪ
għarbija,ɐːrbɪjɐ
leħen,lɛhɛn
ilħna,ɪlhnɐ
qasam,ʔɐsɐm
oqsma,ɔʔsmɐ
seqer,sɛʔɛr
isqra,ɪsʔrɐ
isdra,ɪzdrɐ
xedaq,ʃɛdɐʔ
xiber,ʃɪbɛr
umbrella,ʊmbrɛllɐ
antikmamar,ɐntɪkmɐmɐr
ingassa,ɪngɐssɐ
inċirata,ɪnʧɪrɐtɐ
inċirajjet,ɪnʧɪrɐɪjɛt
għaref,ɐːrɛf
għarfa,ɐːrfɐ
għorrief,ɔːrrɪːf
għoġġieba,ɔːʤʤɪːbɐ
għadajjar,ɐːdɐɪjɐr
għamajjar,ɐːmɐɪjɐr
għarajjes,ɐːrɐɪjɛs
għajn,ɐɪn
għejun,ɛɪʊn
għeruq,ɛːrʊʔ
għoxux,ɔːʃʊʃ
eluf,ɛlʊf
għażiż,ɐːzɪs
għażiża,ɐːzɪzɐ
wieħed,wɪːhɛt
waħda,wɐhdɐ
għalqa,ɐːlʔɐ
għafrid,ɐːfrɪt
għasfura,ɐːsfʊrɐ
għaxra,ɐːʃrɐ
għama,ɐːmɐ
għomja,ɔːmjɐ
għani,ɐːnɪ
għanja,ɐːnjɐ
għonja,ɔːnjɐ
għassa,ɐːssɐ
għodda,ɔːddɐ
għoqda,ɔːʔdɐ
għoqod,ɔːʔɔt
ċewlaħt,ʧɛʊlɐht
ċewlaħt,ʧɛʊlɐht
ċewlaħ,ʧɛʊlɐh
ċewlħet,ʧɛʊlhɛt
ċewlħu,ʧɛʊlhʊ
ċewlaħtx,ʧɛʊlɐhtʃ
ċewlaħtx,ʧɛʊlɐhtʃ
ċewlħx,ʧɛʊlhʃ
ċewlħitx,ʧɛʊlhɪʧʃ
ċewlaħniex,ʧɛʊlɐhnɪːʃ
ċewlħux,ʧɛʊlhʊʃ
ċewlaħtux,ʧɛʊlɐhtʊʃ
nċewlaħ,nʧɛʊlɐh
ċċewlaħ,ʧʧɛʊlɐh
jċewlaħ,jʧɛʊlɐh
ċċewlaħ,ʧʧɛʊlɐh
nċewlħu,nʧɛʊlhʊ
jċewlħu,jʧɛʊlhʊ
ċċewlħu,ʧʧɛʊlhʊ
nċewlaħx,nʧɛʊlɐhʃ
ċċewlaħx,ʧʧɛʊlɐhʃ
għarab,ɐːrɐp
għases,ɐːsɛs
għodod,ɔːdɔt
ċewlaħna,ʧɛʊlɐhnɐ
ċewlaħtu,ʧɛʊlɐhtʊ
jċewlaħx,jʧɛʊlɐhʃ
jċewlħux,jʧɛʊlhʊʃ
ċewlaħ,ʧɛʊlɐh
ċċewlħux,ʧʧɛʊlhʊʃ
ċċewlaħx,ʧʧɛʊlɐhʃ
nċewlħux,nʧɛʊlhʊʃ
ċċewlħux,ʧʧɛʊlhʊʃ
ċċewlaħx,ʧʧɛʊlɐhʃ
ċewlħu,ʧɛʊlhʊ
nfexxejt,nfɛʃʃɛɪt
nfexxejtx,nfɛʃʃɛɪtʃ
nfexx,nfɛʃʃ
jinfexx,jɪnfɛʃʃ
tinfexx,tɪnfɛʃʃ
ninfexxu,nɪnfɛʃʃʊ
jinfexxu,jɪnfɛʃʃʊ
tinfexxu,tɪnfɛʃʃʊ
jinfexx,jɪnfɛʃʃ
ninfexxux,nɪnfɛʃʃʊʃ
tinfexxux,tɪnfɛʃʃʊʃ
nfexx,nfɛʃʃ
nfexxu,nfɛʃʃʊ
tinfexxux,tɪnfɛʃʃʊʃ
tbehhimt,dbɛːɪmt
tbehhimt,dbɛːɪmt
tbehhmet,dbɛːmɛt
tbehhimna,dbɛːɪmnɐ
tbehhmu,dbɛːmʊ
tbehhimtu,dbɛːɪmtʊ
tbehhimtx,dbɛːɪmtʃ
tbehhimtx,dbɛːɪmtʃ
tbehhemx,dbɛːɛːmʃ
tbehhmitx,dbɛːmɪʧʃ
tbehhimniex,dbɛːɪmnɪːʃ
tbehhmux,dbɛːmʊʃ
tbehhimtux,dbɛːɪmtʊʃ
nitbehhem,nɪdbɛːɛːm
titbehhem,tɪdbɛːɛːm
nitbehhemx,nɪdbɛːɛːmʃ
titbehhemx,tɪdbɛːɛːmʃ
jitbehhemx,jɪdbɛːɛːmʃ
nitbehhmux,nɪdbɛːmʊʃ
jitbehhmux,jɪdbɛːmʊʃ
tbehhem,dbɛːɛːm
tbehhmu,dbɛːmʊ
tbehhem,dbɛːɛːm
jitbehhem,jɪdbɛːɛːm
titbehhem,tɪdbɛːɛːm
nitbehhmu,nɪdbɛːmʊ
jitbehhmu,jɪdbɛːmʊ
titbehhmu,tɪdbɛːmʊ
titbehhemx,tɪdbɛːɛːmʃ
titbehhmux,tɪdbɛːmʊʃ
titbehhemx,tɪdbɛːɛːmʃ
ġejtx,ʤɛɪtʃ
ġiex,ʤɪːʃ
ġietx,ʤɪːʧʃ
ġejniex,ʤɛɪnɪːʃ
ġejtux,ʤɛɪtʊʃ
niġi,nɪʤɪ
jiġi,jɪʤɪ
niġu,nɪʤʊ
niġix,nɪʤɪʃ
jiġux,jɪʤʊʃ
titbehhmux,tɪdbɛːmʊʃ
nfexxet,nfɛʃʃɛt
nfexxejna,nfɛʃʃɛɪnɐ
nfexxitx,nfɛʃʃɪʧʃ
tinfexx,tɪnfɛʃʃ
tinfexx,tɪnfɛʃʃ
jinfexxux,jɪnfɛʃʃʊʃ
tħarru,thɐrrʊ
ninhamru,nɪnɐːmrʊ
tinhamru,tɪnɐːmrʊ
tinhamarx,tɪnɐːmɐrʃ
tħarrart,thɐrrɐrt
tħarrart,thɐrrɐrt
tħarrar,thɐrrɐr
tħarret,thɐrrɛt
tħarrarna,thɐrrɐrnɐ
tħarrartu,thɐrrɐrtʊ
tħarrartx,thɐrrɐrtʃ
tħarrartx,thɐrrɐrtʃ
tħarrarx,thɐrrɐrʃ
tħarritx,thɐrrɪʧʃ
tħarrarniex,thɐrrɐrnɪːʃ
tħarrux,thɐrrʊʃ
tħarrartux,thɐrrɐrtʊʃ
nitħarrar,nɪthɐrrɐr
titħarrar,tɪthɐrrɐr
jitħarrar,jɪthɐrrɐr
titħarrar,tɪthɐrrɐr
nitħarru,nɪthɐrrʊ
jitħarru,jɪthɐrrʊ
titħarru,tɪthɐrrʊ
nitħarrarx,nɪthɐrrɐrʃ
titħarrarx,tɪthɐrrɐrʃ
jitħarrarx,jɪthɐrrɐrʃ
titħarrarx,tɪthɐrrɐrʃ
nitħarrux,nɪthɐrrʊʃ
jitħarrux,jɪthɐrrʊʃ
titħarrux,tɪthɐrrʊʃ
tħarrar,thɐrrɐr
titħarrarx,tɪthɐrrɐrʃ
tħarru,thɐrrʊ
titħarrux,tɪthɐrrʊʃ
nfexxejt,nfɛʃʃɛɪt
nfexx,nfɛʃʃ
nfexxu,nfɛʃʃʊ
nfexxejtu,nfɛʃʃɛɪtʊ
nfexxejtx,nfɛʃʃɛɪtʃ
nfexxejniex,nfɛʃʃɛɪnɪːʃ
nfexxux,nfɛʃʃʊʃ
nfexxejtux,nfɛʃʃɛɪtʊʃ
ninfexx,nɪnfɛʃʃ
tinfexx,tɪnfɛʃʃ
ninfexx,nɪnfɛʃʃ
tinfexx,tɪnfɛʃʃ
ġejt,ʤɛɪt
ġie,ʤɪː
ġejna,ʤɛɪnɐ
tħemmidtx,thɛmmɪʧtʃ
tħemmedx,thɛmmɛʧʃ
nitħemmedx,nɪthɛmmɛʧʃ
titħemmedx,tɪthɛmmɛʧʃ
tħattamt,thɐttɐmt
tħattamt,thɐttɐmt
tħattam,thɐttɐm
tħattamx,thɐttɐmʃ
tħattmitx,thɐttmɪʧʃ
tħattamtux,thɐttɐmtʊʃ
tħattam,thɐttɐm
ġew,ʤɛʊ
jiġu,jɪʤʊ
tiġu,tɪʤʊ
tiġux,tɪʤʊʃ
ejjew,ɛɪjɛʊ
tiġix,tɪʤɪʃ
ġejt,ʤɛɪt
ġiet,ʤɪːt
ġejtu,ʤɛɪtʊ
ġejtx,ʤɛɪtʃ
ġewx,ʤɛʊʃ
tiġi,tɪʤɪ
tiġi,tɪʤɪ
tiġix,tɪʤɪʃ
jiġix,jɪʤɪʃ
tiġix,tɪʤɪʃ
niġux,nɪʤʊʃ
tiġux,tɪʤʊʃ
ejja,ɛɪjɐ
tħawwift,thɐʊwɪft
tħawwiftx,thɐʊwɪftʃ
tħawwiftx,thɐʊwɪftʃ
tħawwifx,thɐʊwɪfʃ
tħawfitx,thɐʊfɪʧʃ
titħawwef,tɪthɐʊwɛf
jitħawwifx,jɪthɐʊwɪfʃ
jitħawfux,jɪthɐʊfʊʃ
titħawfux,tɪthɐʊfʊʃ
tħawwef,thɐʊwɛf
tħawfu,thɐʊfʊ
tħattmet,thɐttmɛt
tħattmu,thɐttmʊ
jitħattam,jɪthɐttɐm
titħattam,tɪthɐttɐm
jitħattmux,jɪthɐttmʊʃ
ibbiesu,ɪbbɪːsʊ
tibbiesu,tɪbbɪːsʊ
tibbiesx,tɪbbɪːsʃ
jibbisux,jɪbbɪsʊʃ
nhamart,nɐːmɐrt
nhamart,nɐːmɐrt
nhamar,nɐːmɐr
nhamret,nɐːmrɛt
nhamarna,nɐːmɐrnɐ
nhamru,nɐːmrʊ
nhamartu,nɐːmɐrtʊ
nhamartx,nɐːmɐrtʃ
nhamritx,nɐːmrɪʧʃ
nhamrux,nɐːmrʊʃ
nhamartux,nɐːmɐrtʊʃ
ninhamar,nɪnɐːmɐr
tinhamar,tɪnɐːmɐr
jinhamar,jɪnɐːmɐr
tinhamar,tɪnɐːmɐr
tinhamarx,tɪnɐːmɐrʃ
ninhamrux,nɪnɐːmrʊʃ
jinhamrux,jɪnɐːmrʊʃ
tinhamrux,tɪnɐːmrʊʃ
tħawfux,thɐʊfʊʃ
jitħawfu,jɪthɐʊfʊ
titħawwifx,tɪthɐʊwɪfʃ
titħawwifx,tɪthɐʊwɪfʃ
titħawwifx,tɪthɐʊwɪfʃ
titħawfux,tɪthɐʊfʊʃ
kessew,kɛssɛʊ
kessejtu,kɛssɛɪtʊ
kessejtx,kɛssɛɪtʃ
kessejtx,kɛssɛɪtʃ
nkessu,nkɛssʊ
jkessu,jkɛssʊ
tkessu,tkɛssʊ
nkessx,nkɛssʃ
jkessx,jkɛssʃ
kess,kɛss
nġabt,nʤɐpt
nġabt,nʤɐpt
nġab,nʤɐp
nġabet,nʤɐbɛt
nġabna,nʤɐbnɐ
nġabu,nʤɐbʊ
nġabtu,nʤɐptʊ
nġabtx,nʤɐptʃ
nġabtx,nʤɐptʃ
nġabx,nʤɐpʃ
nġabitx,nʤɐbɪʧʃ
nġabniex,nʤɐbnɪːʃ
nġabux,nʤɐbʊʃ
nġabtux,nʤɐptʊʃ
ninġab,nɪnʤɐp
tinġab,tɪnʤɐp
jinġab,jɪnʤɐp
tinġab,tɪnʤɐp
ninġabu,nɪnʤɐbʊ
jinġabu,jɪnʤɐbʊ
tinġabu,tɪnʤɐbʊ
ninġabx,nɪnʤɐpʃ
tinġabx,tɪnʤɐpʃ
jinġabx,jɪnʤɐpʃ
tinġabx,tɪnʤɐpʃ
ninġabux,nɪnʤɐbʊʃ
jinġabux,jɪnʤɐbʊʃ
tinġabux,tɪnʤɐbʊʃ
nġab,nʤɐp
tinġabx,tɪnʤɐpʃ
nġabu,nʤɐbʊ
tinġabux,tɪnʤɐbʊʃ
ibbiest,ɪbbɪːst
ibbieset,ɪbbɪːsɛt
ibbiestu,ɪbbɪːstʊ
ibbiestx,ɪbbɪːstʃ
ibbiesx,ɪbbɪːsʃ
ibbisniex,ɪbbɪsnɪːʃ
tibbies,tɪbbɪːs
tibbies,tɪbbɪːs
jibbiesu,jɪbbɪːsʊ
ibbiesu,ɪbbɪːsʊ
tħemmidt,thɛmmɪtt
tħemmidt,thɛmmɪtt
tħemmed,thɛmmɛt
tħemmdet,thɛmmdɛt
tħemmdu,thɛmmdʊ
tħemmidtu,thɛmmɪttʊ
tħemmditx,thɛmmdɪʧʃ
tħemmidniex,thɛmmɪdnɪːʃ
tħemmdux,thɛmmdʊʃ
tħemmidtux,thɛmmɪttʊʃ
titħemmed,tɪthɛmmɛt
jitħemmed,jɪthɛmmɛt
titħemmed,tɪthɛmmɛt
jitħemmedx,jɪthɛmmɛʧʃ
kapajt,kɐpɐɪt
kapax,kɐpɐʃ
kapatx,kɐpɐʧʃ
kapajniex,kɐpɐɪnɪːʃ
kapajtux,kɐpɐɪtʊʃ
nkapa,nkɐpɐ
jkapa,jkɐpɐ
tkapa,tkɐpɐ
nkapaw,nkɐpɐʊ
jkapaw,jkɐpɐʊ
tkapax,tkɐpɐʃ
tkapawx,tkɐpɐʊʃ
titħemmdux,tɪthɛmmdʊʃ
tħemmed,thɛmmɛt
nhamartx,nɐːmɐrtʃ
nhamarx,nɐːmɐrʃ
nhamarniex,nɐːmɐrnɪːʃ
jinhamru,jɪnɐːmrʊ
ninhamarx,nɪnɐːmɐrʃ
jinhamarx,jɪnɐːmɐrʃ
nhamar,nɐːmɐr
tinhamarx,tɪnɐːmɐrʃ
nhamru,nɐːmrʊ
tinhamrux,tɪnɐːmrʊʃ
kessejt,kɛssɛɪt
kess,kɛss
kessx,kɛssʃ
kessitx,kɛssɪʧʃ
kessejniex,kɛssɛɪnɪːʃ
kessewx,kɛssɛʊʃ
tkess,tkɛss
tkessx,tkɛssʃ
kessu,kɛssʊ
leheb,lɛːp
lehbet,lɛːbɛt
lhibtx,lɪptʃ
lhibtx,lɪptʃ
jilheb,jɪlɛːp
tilhbu,tɪlbʊ
tilhebx,tɪlɛːpʃ
ilheb,ɪlɛːp
tilhebx,tɪlɛːpʃ
tħemmidna,thɛmmɪdnɐ
tħemmidtx,thɛmmɪʧtʃ
nitħemmed,nɪthɛmmɛt
titħemmedx,tɪthɛmmɛʧʃ
nitħemmdux,nɪthɛmmdʊʃ
jitħemmdux,jɪthɛmmdʊʃ
tħemmdu,thɛmmdʊ
titħemmdux,tɪthɛmmdʊʃ
kapat,kɐpɐt
kapajtx,kɐpɐɪtʃ
kapajtx,kɐpɐɪtʃ
kapawx,kɐpɐʊʃ
tkapaw,tkɐpɐʊ
nkapax,nkɐpɐʃ
jkapax,jkɐpɐʃ
tkapax,tkɐpɐʃ
nkapawx,nkɐpɐʊʃ
jkapawx,jkɐpɐʊʃ
kapa,kɐpɐ
ltħaqt,lthɐʔt
ltħaqt,lthɐʔt
ltħaqna,lthɐʔnɐ
ltħaqtux,lthɐʔtʊʃ
jiltaħaq,jɪltɐhɐʔ
tiltaħaq,tɪltɐhɐʔ
tiltaħqu,tɪltɐhʔʊ
niltaħaqx,nɪltɐhɐʔʃ
niltaħqux,nɪltɐhʔʊʃ
ltaħqu,ltɐhʔʊ
tħattamna,thɐttɐmnɐ
tħattamtx,thɐttɐmtʃ
tħattamtx,thɐttɐmtʃ
tħattmux,thɐttmʊʃ
jitħattmu,jɪthɐttmʊ
titħattmu,tɪthɐttmʊ
nitħattamx,nɪthɐttɐmʃ
jitħattamx,jɪthɐttɐmʃ
nitħattmux,nɪthɐttmʊʃ
titħattamx,tɪthɐttɐmʃ
tħattmu,thɐttmʊ
titħattmux,tɪthɐttmʊʃ
ltqatt,ltʔɐtt
ltqatt,ltʔɐtt
ltaqat,ltɐʔɐt
ltqattu,ltʔɐttʊ
ltaqatx,ltɐʔɐʧʃ
ltaqtitx,ltɐʔtɪʧʃ
ltqatniex,ltʔɐtnɪːʃ
tiltaqat,tɪltɐʔɐt
niltaqtu,nɪltɐʔtʊ
niltaqatx,nɪltɐʔɐʧʃ
ltaqat,ltɐʔɐt
tiltaqatx,tɪltɐʔɐʧʃ
kavajt,kɐvɐɪt
kavajt,kɐvɐɪt
kavaj,kɐvɐɪ
kavst,kɐfst
kavajna,kɐvɐɪnɐ
kavaw,kɐvɐʊ
kavajtu,kɐvɐɪtʊ
kavajtx,kɐvɐɪtʃ
kavajtx,kɐvɐɪtʃ
kavax,kɐvɐʃ
kavatx,kɐvɐʧʃ
kavajniex,kɐvɐɪnɪːʃ
kavjawx,kɐvjɐʊʃ
kavajtux,kɐvɐɪtʊʃ
nkava,nkɐvɐ
tkava,tkɐvɐ
jkava,jkɐvɐ
tkava,tkɐvɐ
nkavaw,nkɐvɐʊ
jkavaw,jkɐvɐʊ
tkavaw,tkɐvɐʊ
nkavax,nkɐvɐʃ
tkavax,tkɐvɐʃ
jkavax,jkɐvɐʃ
tkavax,tkɐvɐʃ
nkavawx,nkɐvɐʊʃ
jkavawx,jkɐvɐʊʃ
tkavawx,tkɐvɐʊʃ
kava,kɐvɐ
tkavax,tkɐvɐʃ
kavaw,kɐvɐʊ
tkavawx,tkɐvɐʊʃ
nebbħew,nɛbphɛʊ
nebbeħniex,nɛbbɛhnɪːʃ
nebbeħtux,nɛbbɛhtʊʃ
tnebbaħx,tnɛbbɐhʃ
nnebbħux,nnɛbphʊʃ
tħattamtu,thɐttɐmtʊ
tħattamniex,thɐttɐmnɪːʃ
nitħattam,nɪthɐttɐm
titħattam,tɪthɐttɐm
nitħattmu,nɪthɐttmʊ
titħattamx,tɪthɐttɐmʃ
titħattamx,tɪthɐttɐmʃ
titħattmux,tɪthɐttmʊʃ
tħawwift,thɐʊwɪft
tħawfet,thɐʊfɛt
tħawwifna,thɐʊwɪfnɐ
tħawfu,thɐʊfʊ
tħawwiftu,thɐʊwɪftʊ
tħawwifniex,thɐʊwɪfnɪːʃ
nitħawwef,nɪthɐʊwɛf
ħarrajt,hɐrrɐɪt
ħarrajt,hɐrrɐɪt
ħarra,hɐrrɐ
ħarret,hɐrrɛt
ħarrajna,hɐrrɐɪnɐ
ħarraw,hɐrrɐʊ
ħarrajtu,hɐrrɐɪtʊ
ħarrajtx,hɐrrɐɪtʃ
ħarrajtx,hɐrrɐɪtʃ
ħarrax,hɐrrɐʃ
ħarratx,hɐrrɐʧʃ
ħarrajniex,hɐrrɐɪnɪːʃ
ħarrawx,hɐrrɐʊʃ
ħarrajtux,hɐrrɐɪtʊʃ
nħarra,nhɐrrɐ
tħarra,thɐrrɐ
jħarra,jhɐrrɐ
tħarra,thɐrrɐ
nħarraw,nhɐrrɐʊ
jħarraw,jhɐrrɐʊ
tħarraw,thɐrrɐʊ
nħarrax,nhɐrrɐʃ
tħarrax,thɐrrɐʃ
jħarrax,jhɐrrɐʃ
tħarrax,thɐrrɐʃ
nħarrawx,nhɐrrɐʊʃ
jħarrawx,jhɐrrɐʊʃ
tħarrawx,thɐrrɐʊʃ
ħarra,hɐrrɐ
tħarrax,thɐrrɐʃ
ħarraw,hɐrrɐʊ
tħarrawx,thɐrrɐʊʃ
nbarna,mbɐrnɐ
nabru,nɐbrʊ
jonborx,jɔmbɔrʃ
jonbrux,jɔmbrʊʃ
tonbrux,tɔmbrʊʃ
onbor,ɔmbɔr
onbru,ɔmbrʊ
nabbart,nɐbbɐrt
nabbartx,nɐbbɐrtʃ
nabbrux,nɐbbrʊʃ
tnabbar,tnɐbbɐr
jnabbru,jnɐbbrʊ
tnabbru,tnɐbbrʊ
jnabbarx,jnɐbbɐrʃ
tnabbarx,tnɐbbɐrʃ
tnabbrux,tnɐbbrʊʃ
lhibna,lɪbnɐ
lhibtux,lɪptʊʃ
tilheb,tɪlɛːp
nilhebx,nɪlɛːpʃ
nilhbux,nɪlbʊʃ
jilhbux,jɪlbʊʃ
ilhbu,ɪlbʊ
tħawwef,thɐʊwɛf
tħawwiftux,thɐʊwɪftʊʃ
jitħawwef,jɪthɐʊwɛf
titħawwef,tɪthɐʊwɛf
nitħawfu,nɪthɐʊfʊ
titħawfu,tɪthɐʊfʊ
nitħawwifx,nɪthɐʊwɪfʃ
nitħawfux,nɪthɐʊfʊʃ
qallilt,ʔɐllɪlt
qallilna,ʔɐllɪlnɐ
qallu,ʔɐllʊ
qallilx,ʔɐllɪlʃ
qalliltux,ʔɐllɪltʊʃ
tqallel,tʔɐllɛl
nqallilx,nʔɐllɪlʃ
nqallux,nʔɐllʊʃ
ltaħqu,ltɐhʔʊ
ltaħaqx,ltɐhɐʔʃ
ltaħqitx,ltɐhʔɪʧʃ
niltaħaq,nɪltɐhɐʔ
tiltaħaq,tɪltɐhɐʔ
tiltaħaqx,tɪltɐhɐʔʃ
ibbies,ɪbbɪːs
ibbiesna,ɪbbɪːsnɐ
ibbiestx,ɪbbɪːstʃ
ibbisitx,ɪbbɪsɪʧʃ
ibbisux,ɪbbɪsʊʃ
ibbistux,ɪbbɪstʊʃ
nibbies,nɪbbɪːs
jibbies,jɪbbɪːs
nibbiesu,nɪbbɪːsʊ
nibbiesx,nɪbbɪːsʃ
tibbiesx,tɪbbɪːsʃ
jibbiesx,jɪbbɪːsʃ
nibbisux,nɪbbɪsʊʃ
tibbisux,tɪbbɪsʊʃ
ibbies,ɪbbɪːs
tibbiesx,tɪbbɪːsʃ
